id,entidad,descripcion,monto,tipo,fecha
1957,Gobierno Local,Capacitación a personal administrativo,1000.0,Infraestructura,2025-01-25
1958,Municipalidad,Adquisición de uniformes policiales,144132.46,Ambiental,2025-06-02
1959,SUNAT,Instalación de cámaras de videovigilancia,81681.7,Ambiental,2024-12-22
1960,Ministerio del Interior,Impresión de materiales escolares,56697.17,Salud,2025-02-19
1961,Ministerio del Interior,Instalación de cámaras de videovigilancia,48353.18,Salud,2025-03-22
1962,Ministerio de Agricultura,Adquisición de medicamentos para hospitales,58566.62,Seguridad,2024-09-15
1963,Gobierno Local,Mantenimiento de carreteras nacionales,65633.67,Tecnología,2025-01-26
1964,Gobierno Local,Adquisición de medicamentos para hospitales,69356.47,Seguridad,2025-02-15
1965,Ministerio de Transporte,Impresión de materiales escolares,66668.13,Educación,2024-10-29
1966,Ministerio de Transporte,Recolección de residuos sólidos,52687.42,Tecnología,2025-03-30
1967,Municipalidad,Contratación de servicios de limpieza,44079.85,Salud,2024-08-20
1968,Municipalidad,Desarrollo de software educativo,45461.8,Ambiental,2025-05-13
1969,Ministerio del Interior,Adquisición de uniformes policiales,44152.75,Tecnología,2025-06-04
1970,Ministerio de Salud,Consultoría para diseño de puente,84013.1,Infraestructura,2025-07-22
1971,Ministerio de Agricultura,Compra de equipos médicos de diagnóstico,67806.7,Infraestructura,2025-07-06
1972,Ministerio del Interior,Desarrollo de software educativo,1000.0,Tecnología,2025-04-16
1973,Ministerio de Agricultura,Recolección de residuos sólidos,69677.02,Seguridad,2025-02-22
1974,Gobierno Regional,Recolección de residuos sólidos,55842.09,Seguridad,2024-11-29
1975,Ministerio de Educación,Adquisición de medicamentos para hospitales,49438.74,Educación,2025-01-28
1976,Ministerio de Agricultura,Catering para evento institucional,38344.45,Salud,2025-04-10
1977,Ministerio de Salud,Adquisición de medicamentos para hospitales,83723.38,Educación,2024-08-16
1978,Gobierno Local,Adquisición de uniformes policiales,78425.79,Educación,2024-08-27
1979,Ministerio de Agricultura,Mantenimiento de carreteras nacionales,26813.67,Servicios,2025-02-06
1980,EsSalud,Adquisición de equipos de cómputo,62211.57,Seguridad,2025-06-29
1981,Ministerio de Educación,Compra de equipos médicos de diagnóstico,20850.3,Ambiental,2025-01-06
1982,Ministerio de Agricultura,Catering para evento institucional,8611.46,Infraestructura,2025-01-16
1983,Gobierno Regional,Compra de equipos médicos de diagnóstico,31198.48,Educación,2025-04-27
1984,Municipalidad,Compra de equipos médicos de diagnóstico,75871.8,Salud,2024-09-14
1985,Gobierno Regional,Instalación de cámaras de videovigilancia,78593.75,Tecnología,2025-02-10
1986,Gobierno Local,Capacitación a personal administrativo,65392.56,Salud,2025-05-07
1987,Ministerio de Agricultura,Consultoría para diseño de puente,71752.87,Seguridad,2025-07-23
1988,Ministerio de Agricultura,Mantenimiento de carreteras nacionales,65485.35,Servicios,2025-01-23
1989,Ministerio de Transporte,Recolección de residuos sólidos,30755.55,Salud,2024-09-01
1990,EsSalud,Adquisición de equipos de cómputo,62957.68,Educación,2025-07-19
1991,SUNAT,Impresión de materiales escolares,74012.29,Servicios,2024-09-04
1992,Gobierno Regional,Instalación de cámaras de videovigilancia,72628.74,Seguridad,2024-12-07
1993,EsSalud,Mantenimiento de carreteras nacionales,85667.4,Servicios,2025-03-28
1994,Gobierno Local,Mantenimiento de carreteras nacionales,71249.12,Infraestructura,2024-09-30
1995,Ministerio de Educación,Consultoría para diseño de puente,60543.45,Ambiental,2024-08-29
1996,Ministerio de Educación,Contratación de servicios de limpieza,82104.51,Seguridad,2024-09-22
1997,Municipalidad,Adquisición de equipos de cómputo,49204.36,Educación,2024-11-18
1998,Gobierno Regional,Contratación de servicios de limpieza,23543.76,Educación,2025-04-03
1999,Ministerio de Educación,Desarrollo de software educativo,45107.99,Servicios,2025-04-06
2000,Ministerio del Interior,Catering para evento institucional,27652.92,Salud,2025-03-19
2001,Ministerio de Educación,Compra de equipos médicos de diagnóstico,29744.65,Tecnología,2025-03-04
2002,EsSalud,Adquisición de equipos de cómputo,45664.44,Seguridad,2025-05-07
2003,Ministerio del Interior,Recolección de residuos sólidos,26227.4,Tecnología,2024-12-08
2004,Ministerio de Educación,Catering para evento institucional,40761.15,Seguridad,2024-12-29
2005,Ministerio de Educación,Mejoramiento de sistemas de riego agrícola,1000.0,Ambiental,2025-03-24
2006,SUNAT,Consultoría para diseño de puente,56398.81,Servicios,2025-02-26
2007,Municipalidad,Consultoría para diseño de puente,50036.16,Educación,2024-11-26
2008,Ministerio de Transporte,Catering para evento institucional,25487.34,Seguridad,2025-01-27
2009,Gobierno Local,Mantenimiento de carreteras nacionales,69777.37,Tecnología,2025-02-16
2010,Municipalidad,Capacitación a personal administrativo,78127.1,Tecnología,2025-03-27
2011,Gobierno Regional,Mejoramiento de sistemas de riego agrícola,1773.2,Educación,2025-01-18
2012,EsSalud,Recolección de residuos sólidos,27118.26,Seguridad,2024-09-11
2013,Ministerio de Transporte,Adquisición de equipos de cómputo,26925.73,Salud,2025-06-08
2014,Ministerio de Salud,Capacitación a personal administrativo,21802.91,Educación,2025-05-03
2015,Ministerio de Salud,Capacitación a personal administrativo,74884.25,Educación,2024-09-17
2016,Gobierno Local,Adquisición de uniformes policiales,44185.22,Tecnología,2025-07-01
2017,Gobierno Local,Compra de equipos médicos de diagnóstico,42064.55,Salud,2025-04-15
2018,Ministerio de Agricultura,Recolección de residuos sólidos,1000.0,Educación,2025-04-13
2019,Ministerio de Agricultura,Consultoría para diseño de puente,69062.54,Seguridad,2025-07-10
2020,Gobierno Regional,Impresión de materiales escolares,12822.25,Ambiental,2025-05-29
2021,EsSalud,Mejoramiento de sistemas de riego agrícola,51797.98,Tecnología,2025-03-06
2022,Gobierno Local,Adquisición de equipos de cómputo,58321.31,Tecnología,2025-05-10
2023,Municipalidad,Catering para evento institucional,90819.76,Ambiental,2025-07-06
2024,Ministerio de Agricultura,Compra de luminarias LED para parques,10735.39,Salud,2024-10-26
2025,Ministerio del Interior,Impresión de materiales escolares,1000.0,Educación,2025-01-18
2026,Ministerio de Salud,Instalación de cámaras de videovigilancia,55515.49,Infraestructura,2025-01-26
2027,Gobierno Local,Instalación de cámaras de videovigilancia,104015.34,Infraestructura,2025-07-14
2028,Ministerio de Agricultura,Catering para evento institucional,87168.39,Ambiental,2024-10-31
2029,Gobierno Regional,Catering para evento institucional,56289.78,Educación,2025-01-11
2030,Gobierno Local,Instalación de cámaras de videovigilancia,35250.91,Tecnología,2024-12-13
2031,Gobierno Regional,Adquisición de equipos de cómputo,74213.68,Seguridad,2025-06-21
2032,SUNAT,Impresión de materiales escolares,20793.61,Salud,2025-01-27
2033,EsSalud,Desarrollo de software educativo,64290.73,Ambiental,2025-01-05
2034,EsSalud,Mantenimiento de carreteras nacionales,65164.1,Servicios,2025-01-12
2035,Ministerio de Educación,Compra de equipos médicos de diagnóstico,81806.3,Salud,2025-05-14
2036,EsSalud,Compra de luminarias LED para parques,132789.8,Tecnología,2024-09-09
2037,Ministerio de Educación,Adquisición de uniformes policiales,61772.48,Ambiental,2024-12-03
2038,SUNAT,Mejoramiento de sistemas de riego agrícola,34731.09,Salud,2025-01-16
2039,Ministerio de Salud,Instalación de cámaras de videovigilancia,49232.77,Servicios,2024-12-03
2040,Ministerio de Transporte,Adquisición de equipos de cómputo,1000.0,Educación,2025-04-19
2041,Municipalidad,Capacitación a personal administrativo,29158.61,Seguridad,2024-11-10
2042,Municipalidad,Contratación de servicios de limpieza,37721.53,Educación,2024-12-27
2043,Gobierno Local,Catering para evento institucional,34277.35,Ambiental,2024-10-02
2044,Ministerio del Interior,Impresión de materiales escolares,54570.65,Educación,2025-04-27
2045,Ministerio de Transporte,Compra de luminarias LED para parques,25327.4,Servicios,2025-07-28
2046,Ministerio del Interior,Mejoramiento de sistemas de riego agrícola,83630.92,Infraestructura,2025-02-04
2047,Ministerio de Agricultura,Adquisición de uniformes policiales,50006.21,Servicios,2024-08-30
2048,Ministerio de Educación,Consultoría para diseño de puente,49720.99,Tecnología,2024-09-08
2049,SUNAT,Mejoramiento de sistemas de riego agrícola,40163.16,Educación,2025-06-23
2050,Ministerio de Salud,Compra de luminarias LED para parques,54655.72,Infraestructura,2024-09-06
2051,SUNAT,Catering para evento institucional,74752.95,Infraestructura,2024-09-09
2052,Ministerio de Transporte,Compra de luminarias LED para parques,23986.09,Seguridad,2025-01-18
2053,Municipalidad,Compra de equipos médicos de diagnóstico,30256.51,Infraestructura,2024-09-10
2054,Gobierno Regional,Catering para evento institucional,40888.22,Servicios,2025-05-20
2055,Gobierno Local,Adquisición de equipos de cómputo,9623.87,Tecnología,2025-05-17
2056,Ministerio de Transporte,Instalación de cámaras de videovigilancia,25422.26,Infraestructura,2024-12-26
2057,Ministerio del Interior,Desarrollo de software educativo,35713.37,Servicios,2025-06-15
2058,Ministerio de Transporte,Consultoría para diseño de puente,76231.68,Seguridad,2024-09-23
2059,SUNAT,Consultoría para diseño de puente,57876.84,Infraestructura,2025-03-08
2060,Gobierno Local,Catering para evento institucional,55807.7,Seguridad,2024-08-27
2061,Ministerio del Interior,Adquisición de medicamentos para hospitales,75526.94,Infraestructura,2025-03-19
2062,Ministerio de Salud,Catering para evento institucional,45878.85,Educación,2025-03-10
2063,Gobierno Local,Catering para evento institucional,61713.95,Infraestructura,2025-03-10
2064,Ministerio de Agricultura,Adquisición de medicamentos para hospitales,46903.35,Educación,2024-12-10
2065,Gobierno Regional,Adquisición de medicamentos para hospitales,57960.87,Infraestructura,2025-04-21
2066,Municipalidad,Mejoramiento de sistemas de riego agrícola,32517.24,Infraestructura,2024-09-20
2067,Ministerio de Agricultura,Adquisición de uniformes policiales,1000.0,Educación,2025-01-10
2068,Gobierno Local,Instalación de cámaras de videovigilancia,45971.63,Salud,2024-12-19
2069,Municipalidad,Mantenimiento de carreteras nacionales,92682.44,Infraestructura,2025-07-09
2070,SUNAT,Contratación de servicios de limpieza,77786.46,Ambiental,2025-04-19
2071,SUNAT,Catering para evento institucional,78961.92,Infraestructura,2025-08-04
2072,Ministerio del Interior,Contratación de servicios de limpieza,87083.92,Infraestructura,2025-05-22
2073,Gobierno Local,Capacitación a personal administrativo,52659.73,Tecnología,2025-01-15
2074,Gobierno Regional,Contratación de servicios de limpieza,55919.47,Seguridad,2025-07-07
2075,Ministerio de Agricultura,Recolección de residuos sólidos,31470.44,Infraestructura,2025-07-25
2076,Ministerio de Educación,Mejoramiento de sistemas de riego agrícola,40517.81,Ambiental,2025-05-11
2077,Gobierno Local,Contratación de servicios de limpieza,68473.13,Salud,2024-08-23
2078,EsSalud,Adquisición de uniformes policiales,86116.53,Ambiental,2024-11-23
2079,Gobierno Regional,Mantenimiento de carreteras nacionales,45816.61,Salud,2025-03-25
2080,EsSalud,Compra de luminarias LED para parques,36494.32,Tecnología,2024-12-03
2081,Ministerio de Agricultura,Instalación de cámaras de videovigilancia,50015.84,Ambiental,2024-12-18
2082,Gobierno Regional,Contratación de servicios de limpieza,68036.2,Salud,2024-09-13
2083,Gobierno Regional,Consultoría para diseño de puente,6684.36,Educación,2025-03-16
2084,Gobierno Local,Adquisición de medicamentos para hospitales,1000.0,Tecnología,2025-02-17
2085,Ministerio de Agricultura,Compra de luminarias LED para parques,33483.89,Tecnología,2024-10-25
2086,Ministerio de Transporte,Mantenimiento de carreteras nacionales,13378.63,Ambiental,2024-10-03
2087,Gobierno Regional,Mejoramiento de sistemas de riego agrícola,34755.79,Educación,2025-04-16
2088,Ministerio de Agricultura,Capacitación a personal administrativo,45566.59,Salud,2025-02-07
2089,Ministerio del Interior,Compra de luminarias LED para parques,36402.55,Ambiental,2024-10-30
2090,Ministerio de Educación,Capacitación a personal administrativo,93574.03,Salud,2025-06-29
2091,Ministerio de Agricultura,Adquisición de uniformes policiales,59802.34,Infraestructura,2024-09-15
2092,SUNAT,Desarrollo de software educativo,59014.23,Tecnología,2024-12-17
2093,Ministerio del Interior,Impresión de materiales escolares,68666.21,Educación,2025-06-28
2094,Gobierno Local,Mantenimiento de carreteras nacionales,15835.01,Ambiental,2025-03-08
2095,Gobierno Regional,Recolección de residuos sólidos,81173.35,Ambiental,2024-12-24
2096,EsSalud,Mejoramiento de sistemas de riego agrícola,47727.07,Tecnología,2024-09-17
2097,Ministerio de Transporte,Recolección de residuos sólidos,70114.42,Educación,2025-05-27
2098,Ministerio de Agricultura,Adquisición de uniformes policiales,17844.28,Servicios,2024-11-20
2099,EsSalud,Adquisición de medicamentos para hospitales,3387.24,Seguridad,2025-03-14
2100,Ministerio de Salud,Contratación de servicios de limpieza,74536.69,Educación,2024-10-30
2101,Ministerio de Transporte,Compra de luminarias LED para parques,61292.29,Salud,2025-06-13
2102,Ministerio del Interior,Instalación de cámaras de videovigilancia,22938.45,Infraestructura,2025-01-17
2103,Ministerio de Educación,Adquisición de uniformes policiales,23910.11,Servicios,2025-06-28
2104,Ministerio de Transporte,Catering para evento institucional,83763.04,Ambiental,2025-03-09
2105,Gobierno Local,Recolección de residuos sólidos,14317.64,Servicios,2025-05-29
2106,Ministerio de Agricultura,Adquisición de uniformes policiales,99280.19,Educación,2025-06-17
2107,Ministerio de Educación,Contratación de servicios de limpieza,22981.38,Servicios,2025-04-02
2108,Ministerio del Interior,Desarrollo de software educativo,69151.76,Infraestructura,2025-03-30
2109,Ministerio del Interior,Compra de luminarias LED para parques,40141.45,Tecnología,2025-04-23
2110,Ministerio de Agricultura,Consultoría para diseño de puente,68095.62,Infraestructura,2025-04-10
2111,Ministerio de Educación,Compra de luminarias LED para parques,33676.58,Educación,2025-03-08
2112,SUNAT,Recolección de residuos sólidos,45116.21,Servicios,2024-08-14
2113,Gobierno Local,Impresión de materiales escolares,51227.58,Tecnología,2025-03-28
2114,Ministerio del Interior,Adquisición de equipos de cómputo,19934.38,Infraestructura,2025-07-30
2115,Ministerio de Transporte,Adquisición de equipos de cómputo,72224.73,Infraestructura,2025-04-16
2116,SUNAT,Desarrollo de software educativo,34603.59,Seguridad,2025-06-22
2117,Gobierno Regional,Mantenimiento de carreteras nacionales,43142.0,Infraestructura,2025-04-30
2118,Ministerio de Agricultura,Adquisición de uniformes policiales,20169.52,Tecnología,2024-11-15
2119,Ministerio de Educación,Desarrollo de software educativo,1000.0,Educación,2024-08-15
2120,Gobierno Local,Adquisición de equipos de cómputo,44269.17,Seguridad,2024-10-13
2121,Ministerio de Salud,Catering para evento institucional,122378.46,Ambiental,2024-11-18
2122,Ministerio de Salud,Desarrollo de software educativo,73538.13,Salud,2025-05-03
2123,Gobierno Regional,Consultoría para diseño de puente,49422.19,Educación,2025-05-27
2124,Ministerio del Interior,Mantenimiento de carreteras nacionales,42113.28,Salud,2024-12-01
2125,Municipalidad,Compra de equipos médicos de diagnóstico,50673.98,Servicios,2025-07-27
2126,Ministerio de Transporte,Contratación de servicios de limpieza,66413.57,Salud,2024-12-13
